id,display_name_en,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature,feature
CC00335,Dress,CC00326,CC00338,CC00347,CC00356,CC00357,CC00359,CC00360,CC00361,CC00253,CC00362,CC00355,CC00392,CC00327,CC00330,CC00329
