id,display_name_en,description_text_en,description_rights_author,description_rights_license,description_rights_source_name,description_rights_source_url,image_full_size_url,image_thumbnail_url,image_full_size_rel_path,image_thumbnail_rel_path,image_rights_author,image_rights_license,image_rights_source_name,image_rights_source_url,status,last modified,original file URL,AATID,EFTID
CC00098,quilting,"Stitching together two or more layers of cloth, usually working the stitches into designs.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Caption__March_1__1962___6942858820_.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Caption__March_1__1962___6942858820_.jpg,full_size/Caption__March_1__1962___6942858820_.jpg,thumbnail/Caption__March_1__1962___6942858820_.jpg,Mennonite Church USA Archives,no known copyright restrictions,Wikipedia,"https://commons.wikimedia.org/wiki/File:Caption-_March_1,_1962._(6942858820).jpg",new,43472,https://upload.wikimedia.org/wikipedia/commons/9/92/Caption-_March_1%2C_1962._%286942858820%29.jpg,300053656,
CC00138,raglan,,,,,,,,,,,,,,incomplete,,,,
CC00234,ramie,"Bast fiber obtained from the stems of several varieties of the species Boehmeria nivea, native to tropical Asia but cultivated in China, Japan, Europe, South America, and the United States. The Ramie has been used in China for paper and fabric since prehistoric times. Its use spread through Europe in the Middle Ages. It is white or green in color, depending upon the variety. It is soft, fine, and durable fiber that is very lustrous and dyes well, used for twine, fishnets, sewing thread, and fabric for clothing, summer suits, dresses, canvas, tablecloths, and upholstery. Ramie has also been used to produce strong paper for linings, banknotes, and cigarettes. ",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Radevormwald_Dahlerau___Wlfingmuseum_29_ies.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Radevormwald_Dahlerau___Wlfingmuseum_29_ies.jpg,full_size/Radevormwald_Dahlerau___Wlfingmuseum_29_ies.jpg,thumbnail/Radevormwald_Dahlerau___Wlfingmuseum_29_ies.jpg,Frank Vincentz,Creative Commons Attribution-Share Alike 3.0 Unported,Wikipedia,https://commons.wikimedia.org/wiki/File:Radevormwald_Dahlerau_-_W%C3%BClfingmuseum_29_ies.jpg,new,43472,https://upload.wikimedia.org/wikipedia/commons/0/01/Radevormwald_Dahlerau_-_W%C3%BClfingmuseum_29_ies.jpg,300014071,
CC00235,rayon,Synthetic fiber made from regenerated cellulose.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300014059,
CC00067,red,"Hue name for one of the three primary additive colors; that portion of the spectrum lying at the lowest frequencies of light discernible by the human eye, with a wavelength range between 630 and 760 nanometers. The term may refer to any of this group of colors that vary in lightness and saturation. Examples of red color in nature are that of blood and ripe cherries.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=red&logic=AND&note=&subjectid=300126225,https://dressdiscover.org/img/worksheet/full_size/Color_icon_red.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Color_icon_red.jpg,full_size/Color_icon_red.jpg,thumbnail/Color_icon_red.jpg,Wikipedia user Badseed,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Color_icon_red.svg,new,43470,https://upload.wikimedia.org/wikipedia/commons/f/fd/Color_icon_red.svg,300126225,
CC00236,rib knit,,,,,,,,,,,,,,incomplete,,,,
CC00237,rib weave,"Woven fabrics with ribbed or corded effects in either the warp or filling direction. Warp faced rib weave has a fine warp covering a thicker weft. In weft faced rib weave, a thin weft completely covers a thicker warp.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300417856,
CC00238,ribbon,"Strips of fine textile, such as silk, satin, or velvet, often with a cord finish along both edges instead of selvage, forming a narrow strip or band, used for decorative trimming of a garment or for fastening or attaching something. May also refer to anything that resembles such objects, that is, any long, thin, flat, flexible strips of any material. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=ribbon&logic=AND&note=&english=N&prev_page=1&subjectid=300014668,https://dressdiscover.org/img/worksheet/full_size/1.png,https://dressdiscover.org/img/worksheet/thumbnail/1.jpg,full_size/1.png,thumbnail/1.jpg,Wikipedia user Slesik Svetlana,Creative Commons Attribution-Share Alike 4.0 International,Wikipedia,https://commons.wikimedia.org/wiki/File:%D0%9E%D1%80%D0%B4%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B5_%D0%BB%D0%B5%D0%BD%D1%82%D1%8B_1.png,new,43472,https://upload.wikimedia.org/wikipedia/commons/7/76/%D0%9E%D1%80%D0%B4%D0%B5%D0%BD%D1%81%D0%BA%D0%B8%D0%B5_%D0%BB%D0%B5%D0%BD%D1%82%D1%8B_1.png,300014668,
CC00117,robe a l'Anglaise,,,,,,,,,,,,,,incomplete,,,,
CC00118,robe a la Francaise,,,,,,,,,,,,,,incomplete,,,,
CC00139,roll-up sleeves,,,,,,,,,,,,,,incomplete,,,,
CC00022,round gown,Refers to 18th- and 19th-century full-length gowns cut without a center front opening in the skirt and usually without a train.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300253745,
CC00119,round neckline,,,,,,https://dressdiscover.org/img/worksheet/full_size/429px-Round_neck.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Round_neck.jpg,full_size/429px-Round_neck.jpg,thumbnail/429px-Round_neck.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Round_neck.jpg,uploaded,,,,
CC00044,ruffled neck,,,,,,https://dressdiscover.org/img/worksheet/full_size/429px-Ruffled_neck.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Ruffled_neck.jpg,full_size/429px-Ruffled_neck.jpg,thumbnail/429px-Ruffled_neck.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Ruffled_neck.jpg,uploaded,,,,
CC00099,ruffling,,,,,,,,,,,,,,incomplete,,,,
CC00068,rust (color),,,,,,,,,,,,,,incomplete,,,,
CC00120,S-curve,,,,,,,,,,,,,,incomplete,,,,
CC00045,sailor collar,,,,,,https://dressdiscover.org/img/worksheet/full_size/429px-Sailor_collar.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Sailor_collar.jpg,full_size/429px-Sailor_collar.jpg,thumbnail/429px-Sailor_collar.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Sailor_collar.jpg,uploaded,,,,
CC00179,sarong,"Main garments formed by wrapping a strip of cloth around the lower part of the body. Worn chiefly by men and women of the Malay Archipelago and the Pacific Islands. Also, similar often preformed garments worn by Western women.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=sarong&logic=AND&note=&english=N&prev_page=1&subjectid=300209928,https://dressdiscover.org/img/worksheet/full_size/429px-Sarong.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Sarong.jpg,full_size/429px-Sarong.jpg,thumbnail/429px-Sarong.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Sarong.jpg,uploaded,,,300209928,
CC00239,satin,"Woven textile characterized by a basic binding system or weave with smooth, shiny surface formed by long warp floats. Generally, each warp end passes over four or more adjacent weft picks and under the next one. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=satin&logic=AND&note=&english=N&prev_page=1&subjectid=300132902,,,,,,,,,incomplete,,,300132902,
CC00023,scoop neck,,,,,,https://dressdiscover.org/img/worksheet/full_size/StateLibQld_2_293551_Marie_Gertrude_Riley%2C_a_portrait.jpg,https://dressdiscover.org/img/worksheet/thumbnail/StateLibQld_2_293551_Marie_Gertrude_Riley%2C_a_portrait.jpg,full_size/StateLibQld_2_293551_Marie_Gertrude_Riley%2C_a_portrait.jpg,thumbnail/StateLibQld_2_293551_Marie_Gertrude_Riley%2C_a_portrait.jpg,"Unknown, but Item is held by John Oxley Library, State Library of Queensland",Public domain,Wikipedia,"https://commons.wikimedia.org/wiki/File:StateLibQld_2_293551_Marie_Gertrude_Riley,_a_portrait.jpg",uploaded,,,,
CC00258,shawl collar,,,,,,,,,,,,,,incomplete,,,,
CC00240,sheared pile,,,,,,,,,,,,,,incomplete,,,,
CC00121,sheath dress,"Close-fitting dresses with a tight, straight skirt.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300211788,
CC00241,shell,"Hard outer covering of invertebrate creatures, composed of calcareous or chitinous material.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300011829,
CC00122,shirtwaist dress,"Dresses having a shirtwaist bodice, typically including a center front button or stud placket opening, cuffs, and a collar, imitating certain details of a man's shirt. The bodice is attached straight or full skirt, often having a belt at the waist.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,,
CC00145,short sleeve,,,,,,,,,,,,,,incomplete,,,,
CC00142,shoulder straps,"Strips of leather, cloth, or other material that pass over the shoulder and from which an article is suspended or a garment is held up. For strips used for fastening, use ""straps.""",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300259717,
CC00242,silk,"Textile made from silk fiber, which is a fiber derived from the cocoon of the silkworm moth.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300243428,
CC00140,sleeve panes,,,,,,,,,,,,,,incomplete,,,,
CC00123,slip,"Underwear usually made the length of the garment under which it is to be worn, thereby taking the place of a lining. Usually applied to full slips with a bodice and shoulder straps made in dress length. Prefer ""half slips"" for skirtlike underwear extending from the waist to near the hemline of the garment with which it is worn.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Ecrufullslip.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Ecrufullslip.jpg,full_size/Ecrufullslip.jpg,thumbnail/Ecrufullslip.jpg,Wikipedia User Tranquil Garden,Creative Commons Attribution-Share Alike 4.0 International,Wikipedia  ,https://commons.wikimedia.org/wiki/File:Ecrufullslip.jpg,new,43472,https://upload.wikimedia.org/wikipedia/commons/3/31/Ecrufullslip.jpg,300210564,
CC00100,smocking,"Refers to the process applied to a garment or other piece of fabric, comprising gathering tucks and working the tucks with a simple or decorative stitch.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300264622,
CC00008,snaps,Fastening devices that close with a click when the two parts are fitted tightly into each other.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/484px-Druckknopf.jpg,https://dressdiscover.org/img/worksheet/thumbnail/484px-Druckknopf.jpg,full_size/484px-Druckknopf.jpg,thumbnail/484px-Druckknopf.jpg,Wikimedia user Grkauls,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Druckknopf.jpg,uploaded,,,300239270,
CC00243,spandex,"Synthetic elastomeric fiber or fabric composed largely of alternating rigid and flexible segments of polyurethane. It is used in the clothing industry, especially for hosiery, underwear, swimwear, and other close-fitting garments. Spandex is the generic name in the United States and Canada. Elastane is the generic name used elsewhere. Lycra is a proprietary name for this material.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300310125,
CC00024,square neckline,,,,,,https://dressdiscover.org/img/worksheet/full_size/429px-Square_neck.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Square_neck.jpg,full_size/429px-Square_neck.jpg,thumbnail/429px-Square_neck.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Square_neck.jpg,uploaded,,,,
CC00141,straight,,,,,,,,,,,,,,incomplete,,,,
CC00025,strapless,,,,,,https://dressdiscover.org/img/worksheet/full_size/429px-Strapless_dress.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Strapless_dress.jpg,full_size/429px-Strapless_dress.jpg,thumbnail/429px-Strapless_dress.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Strapless_dress.jpg,uploaded,,,,
CC00181,swagged,,,,,,,,,,,,,,incomplete,,,,
CC00026,sweetheart,,,,,,,,,,,,,,incomplete,,,,
CC00244,synthetic fiber,"Fiber made from chemical substances, used for textile production.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=synthetic+fiber&logic=AND&note=&english=N&prev_page=1&subjectid=300014058,,,,,,,,,incomplete,,,,
CC00245,taffeta,"Crisp textile, typically in plain weave, sometimes with a fine crosswise rib and a smooth lustrous surface on both sides, originally of silk, now of various fibers.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Woman_s_Dress_LACMA_M_2007_211_35__3_of_7_.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Woman_s_Dress_LACMA_M_2007_211_35__3_of_7_.jpg,full_size/Woman_s_Dress_LACMA_M_2007_211_35__3_of_7_.jpg,thumbnail/Woman_s_Dress_LACMA_M_2007_211_35__3_of_7_.jpg,Los Angeles County Museum of Art,Public Domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Woman%27s_Dress_LACMA_M.2007.211.35_(3_of_7).jpg,new,43472,https://upload.wikimedia.org/wikipedia/commons/3/39/Woman%27s_Dress_LACMA_M.2007.211.35_%283_of_7%29.jpg,300249434,
CC00069,tan,A light to moderate brownish tawny color. The term originally referred to the color of crushed oak bark or tannin that is employed to tan leather.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300266248,
CC00143,tank top,,,,,,,,,,,,,,incomplete,,,,
CC00070,teal,"Colors in a range of a bluish grayish green, resembling the color of certain patches feathers of the teal (a river duck).",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300311051,
CC00009,thread eyelets,,,,,,,,,,,,,,incomplete,,,,
CC00147,three-quarter length sleeve,,,,,,,,,,,,,,incomplete,,,,
CC00182,tiered,,,,,,,,,,,,,,incomplete,,,,
CC00010,ties,"Cords, bands, or similar flexible devices used for fastening, especially by interlacing, such as in a knot or bow.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300239307,
CC00125,toga,"Loose mantles of undyed woolen cloth worn by men and women of ancient Rome. Also, similar loose wraps made of various fabrics and worn in various historical periods.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300209868,
CC00011,toggles,"Rodlike buttons of wood or other material, attached to cord, leather, or chain loops and designed to be passed through another loop as a fastener on a garment.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300254540,
CC00194,train,"Extended parts of a skirt, gown, or state robe that lie on the floor and trail behind the wearer, either separate or attached. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=train&logic=AND&note=&english=N&prev_page=1&subjectid=300224243,https://dressdiscover.org/img/worksheet/full_size/429px-Train_%28clothing%29.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Train_%28clothing%29.jpg,full_size/429px-Train_%28clothing%29.jpg,thumbnail/429px-Train_%28clothing%29.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Train_(clothing).jpg,uploaded,,,300224243,
CC00124,trapeze dress,,,,,,,,,,,,,,incomplete,,,,
CC00183,trumpet skirt,,,,,,,,,,,,,,incomplete,,,,
CC00325,tucks,,,,,,,,,,,,,,incomplete,,,,
CC00126,tunic,"Simple slip-on garments made with or without sleeves and usually knee-length or longer and belted at the waist; especially those worn by men and women of ancient Greece and Rome. Also, garments extending from the neckline to the waist or longer, usually high-necked and worn over other garments.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300209869,
CC00071,turquoise,"Refers to a range of bluish and greenish colors resembling the turquoise mineral, typically a light to moderate greenish blue.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300311024,
CC00047,turtleneck,,,,,,,,,,,,,,incomplete,,,,
CC00246,twill weave,"Refers to a woven textile characterized by parallel diagonal ridges or ribs, produced by passing the weft threads over one and under two or more threads of the warp, instead of over and under in regular succession, as in plain weaving. Regular twill features a diagonal line that is repeated regularly, usually running from the left to right at a 45-degree angle and upward. The weave may be varied in several ways, including changing the angle or direction of the twill line, as exemplified in herringbone twill.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300227915,
CC00027,v-neck,,,,,,https://dressdiscover.org/img/worksheet/full_size/429px-V-neck.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-V-neck.jpg,full_size/429px-V-neck.jpg,thumbnail/429px-V-neck.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:V-neck.jpg,uploaded,,,,
CC00012,velcro,,,,,,,,,,,,,,incomplete,,,,
CC00247,velvet,"Warp pile weave, typically silk, with a short, soft dense pile produced by a supplementary warp that is raised in loops above the surface of the textile through the introduction of rods during the weaving; the loops may be cut or left uncut.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Jacka___del_av_Nordstjrneordens_drkt_frn_cirka_1820___Livrustkammaren___108329.tif,https://dressdiscover.org/img/worksheet/thumbnail/Jacka___del_av_Nordstjrneordens_drkt_frn_cirka_1820___Livrustkammaren___108329.jpg,full_size/Jacka___del_av_Nordstjrneordens_drkt_frn_cirka_1820___Livrustkammaren___108329.tif,thumbnail/Jacka___del_av_Nordstjrneordens_drkt_frn_cirka_1820___Livrustkammaren___108329.jpg,Livrustkammaren (The Royal Armoury) / Jens Mohr,Public Domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Jacka_-_del_av_Nordstj%C3%A4rneordens_dr%C3%A4kt_fr%C3%A5n_cirka_1820_-_Livrustkammaren_-_108329.tif,new,43472,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Jacka_-_del_av_Nordstj%C3%A4rneordens_dr%C3%A4kt_fr%C3%A5n_cirka_1820_-_Livrustkammaren_-_108329.tif/lossy-page1-400px-Jacka_-_del_av_Nordstj%C3%A4rneordens_dr%C3%A4kt_fr%C3%A5n_cirka_1820_-_Livrustkammaren_-_108329.tif.jpg,300133711,
CC00248,wax,"Any solid or semi-solid substance that is slightly greasy to touch, usually solid, translucent, and has a low melting point; waxes are not a chemically homogeneous group. Waxes are composed of long chain hydrocarbon compounds, and may contain esters of fatty acids and alcohols, are thermoplastic and melt at low temperatures of between 40 and 100 C. In general, waxes are water-repellent, smooth, soluble in organic solvents, and classified as animal (e.g., beeswax), vegetable (e.g., bayberry), mineral (e.g., paraffin), or synthetic (e.g., polyethylene). Waxes are used for polishes, candles, crayons, sealants, coatings, adhesives, waterproofing, carbon paper, media in encaustic and wax emulsion paintings, and as repellents in wax-resist watercolor paintings.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Honey_comb.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Honey_comb.jpg,full_size/Honey_comb.jpg,thumbnail/Honey_comb.jpg,Wikipedia User Merdal at Turkish Wikipedia,Creative Commons Attribution-Share Alike 3.0 Unported,Wikipedia,https://commons.wikimedia.org/wiki/File:Honey_comb.jpg,new,43472,https://upload.wikimedia.org/wikipedia/commons/f/f7/Honey_comb.jpg,300014585,
CC00101,weaving,"Generally, the process of interlacing strands or strips of various materials, such as cane, textile, or twigs, to make materials or objects such as wicker, cloth, baskets, or wreaths. Specifically used for the process of making textile on a loom or other weaving device by interlacing warp and weft in a particular order.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300053642,
CC00072,white,"UCL (Universal Color Language) standard color name identifying whitish colors, such as the color of snow or milk. More specifically, white is the absence of color. It is the color produced by reflection, transmission, or emission of all kinds of light in the proportion in which they exist in the complete visible spectrum, without sensible absorption, being thus fully luminous and devoid of any distinctive hue.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Color_icon_white.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Color_icon_white.jpg,full_size/Color_icon_white.jpg,thumbnail/Color_icon_white.jpg,Wikipedia User Badseed,Public Domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Color_icon_white.svg,new,43472,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Color_icon_white.svg/300px-Color_icon_white.svg.png,300129784,
CC00048,wingtip collar,,,,,,,,,,,,,,incomplete,,,,
CC00249,wood,The principal tissue of trees and other plants that provides both strength and a means of conducting nutrients. Wood is one of the most versatile materials known.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/16_wood_samples.jpg,https://dressdiscover.org/img/worksheet/thumbnail/16_wood_samples.jpg,full_size/16_wood_samples.jpg,thumbnail/16_wood_samples.jpg,Wikipedia User Anonimski,Public Domain,Wikipedia,https://commons.wikimedia.org/wiki/File:16_wood_samples.jpg,new,43472,https://upload.wikimedia.org/wikipedia/commons/4/4b/16_wood_samples.jpg,300011914,
CC00250,wool,Textile made from the animal hair wool. (AAT),The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=wool&logic=AND&note=&english=N&prev_page=1&subjectid=300243430,https://dressdiscover.org/img/worksheet/full_size/Merino_shearing.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Merino_shearing.jpg,full_size/Merino_shearing.jpg,thumbnail/Merino_shearing.jpg,Wikipedia User Charles Esson,Creative Commons Attribution-Share Alike 3.0 Unported,Wikipedia,https://commons.wikimedia.org/wiki/File:Merino_shearing.jpg,new,43472,https://upload.wikimedia.org/wikipedia/commons/f/fa/Merino_shearing.jpg,300243430,
CC00007,wrap dress,,,,,,,,,,,,,,incomplete,,,,
CC00073,yellow,"Hue name for one of the three primary subtractive colors. Represents that portion of the spectrum lying between green and orange, with a wavelength range between 565 and 590 nanometers. The term may refer to any of this group of colors that vary in lightness and saturation. Examples of yellow color in nature are that of a ripe lemon and the yolk of an egg.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Color_icon_yellow.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Color_icon_yellow.jpg,full_size/Color_icon_yellow.jpg,thumbnail/Color_icon_yellow.jpg,Wikimedia user Booyabazooka,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Color_icon_yellow.png,new,43472,https://upload.wikimedia.org/wikipedia/commons/e/e3/Color_icon_yellow.png,300127794,
CC00013,zipper,Fasteners consisting usually of two rows of metal or plastic teeth on strips of tape for binding to the edges of an opening and having a sliding piece that closes the opening by drawing the teeth into interlocking position.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Zip.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Zip.jpg,full_size/Zip.jpg,thumbnail/Zip.jpg,Wikipedia user Woodbine9,Creative Commons Attribution-Share Alike,Wikipedia,https://commons.wikimedia.org/wiki/File:Coil_plastic_and_metal_zippers.jpg,uploaded,,https://upload.wikimedia.org/wikipedia/commons/a/a5/Coil_plastic_and_metal_zippers.jpg,,
