display_name_en,id,description_text_en,description_rights_author,description_rights_statement,description_rights_license,description_rights_source_name,description_rights_source_url,image_full_size_rel_path,image_thumbnail_rel_path,image_rights_author,image_rights_statement (from images),image_rights_license,image_rights_source_name,image_rights_source_url,status,last_modified,original_file_URL,AATID,EFTID,WikidataID,features,URI
floral patterns,CC00277,Patterns of or pertaining to flowers.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300010135,10777,,pattern,http://vocab.getty.edu/aat/300010135
flowers,CC00278,"Imitation flower, usually of silk or synthetic fabric, used as an ornament on clothing or hats.",Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,accepted,2020-10-03,,,10829,Q44407651,"trimming,material",http://www.wikidata.org/entity/Q44407651
fur,CC00279,"Fine, soft, thick, hairy coat of a mammal, usually consisting of a double coat of hair that includes a layer of comparatively short, soft, curly barbed hair next to the skin, protected by longer, smoother, stiffer hair growing up through it.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300011811,10539,,"otherMaterials,material",http://vocab.getty.edu/aat/300011811
gabardine,CC00280,"Variety of twill-woven cloth, usually of fine worsted yarn or thread.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300403912,10807,,"textileMaterials,material",http://vocab.getty.edu/aat/300403912
gauze,CC00281,"Woven textile in which the binding is achieved by a displacement of warp ends secured by the weft, resulting usually, though not always, in a very open weave; used particularly for surgical dressings and as backing for paper, especially maps.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300014083,10799,,"textileMaterials,material",http://vocab.getty.edu/aat/300014083
horsehair,CC00282,"Hair from the manes and tails of horses, used chiefly as a brush fiber, for musical instrument bows, and for making haircloth.(AAT)",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300011819,10533,,"fiber,material",http://vocab.getty.edu/aat/300011819
jersey,CC00283,Plain knit fabric.,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,accepted,2020-10-03,,,10735,Q1348773,"textileMaterials,material",http://www.wikidata.org/entity/Q1348773
jet,CC00284,"A dense, black, semiprecious form of lignite that takes a brilliant polish and is used ornamentally, particularly in Victorian mourning jewelry.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300045514,10563,,"otherMaterials,material",http://vocab.getty.edu/aat/300045514
lawn,CC00285,"Sheer, lightweight plain-woven textile, originally of linen now also of fine combed cotton yarn, filled with starch or sizing. often used for handkerchiefs, aprons, and curtains.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300249444,,,"textileMaterials,material",http://vocab.getty.edu/aat/300249444
leaves,CC00286,"Outgrowths, usually green and flattened, that extend from the stem of a vascular plant. Botanically, leaves are an integral part of the stem system, and they are initiated in the apical bud along with the tissues of the stem itself. Leaves manufacture food for plants, which in turn ultimately nourish and sustain all land animals, directly or indirectly.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300400479,,,"trimming,material",http://vocab.getty.edu/aat/300400479
lining,CC00287,Layer of material used to line the inner side or surface of something to reinforce or protect it.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300227846,10722,,costumeComponents,http://vocab.getty.edu/aat/300227846
merino,CC00288,"Fine, soft, light wool from merino sheep resembling cashmere; also yarn or fabric made from the wool, sometimes in combination with cotton. By extension any fine woolen yarn used in knitwear.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300380171,10912,,"fiber,material",http://vocab.getty.edu/aat/300380171
mesh,CC00289,"Fabric with open spaces between the yarn or wire. A mesh fabric may be knit, woven, or knotted.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300410339,,,"textileMaterials,material",http://vocab.getty.edu/aat/300410339
metallic,CC00290,"Of or pertaining to a metal; of the nature of metal; resembling metal; as, a metallic appearance (Webster's)",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300311171,10406,,"colorMain,colorSecondary",http://vocab.getty.edu/aat/300311171
mother of pearl,CC00292,"Hard, pearly, iridescent internal layer of various kinds of mollusk shell, extensively used for making small articles and inlays.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300011835,10587,,"otherMaterials,material",http://vocab.getty.edu/aat/300011835
muslin,CC00293,"Very fine plain weave white cotton made in a great variety of qualities; originally from India, it has been extensively produced and used in Europe and North America for costume, and sometimes as an artist's support.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300014087,10731,,"textileMaterials,material",http://vocab.getty.edu/aat/300014087
organza,CC00294,"Sheer, crisp fabric made with a loose plain weave; usually made from silk or synthetics such as rayon, nylon, acrylic or polyester. It is fine to leightweight, strong, stable, and durable. It is distinct from organdy, which is made from cotton.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300310123,10739,,"textileMaterials,material",http://vocab.getty.edu/aat/300310123
paint,CC00295,"Any dispersion of pigment in a liquid binder. Paint is applied with a brush, roller, sprayer, or by dipping and dries to form a decorative or protective film.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300015029,10602,,"otherMaterials,material",http://vocab.getty.edu/aat/300015029
paper,CC00296,"Refers generally to all types of thin matted or felted sheets or webs of fiber formed and dried on a fine screen from a pulpy water suspension. The fibers may be animal, such as hair, silk or wool, or mineral, such as asbestos, or synthetic. However most paper is made from cellulosic plant fiber, such as from wood pulp, grass, cotton, linen, and straw.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300014109,10574,,"otherMaterials,material",http://vocab.getty.edu/aat/300014109
pearl,CC00297,"A smooth round bead formed primarily within the shells of two distantly related groups of molluscan bivalves or clams, including the ocean-dwelling pearl oysters and the freshwater river mussels. Pearls are used in jewelry and for other ornamental puposes; they are considered a gem.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300011827,10595,,"otherMaterials,material",http://vocab.getty.edu/aat/300011827
piña cloth,CC00298,"Fine, lustrous, soft, sheer cloth originating in the Philippines, woven from piña fibers, from the pineapple plant. It is used for decorative handkerchiefs, trimmings, lingerie, accessories, and home furnishings.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300263386,,,"textileMaterials,material",http://vocab.getty.edu/aat/300263386
pineapple fiber,CC00299,"Long bast fibers obtained from the leaves of the species Ananas comosus, native to tropical America. The fibers are fine, soft, lustrous, and light cream in color. They are resistant to salt water, strong, wear resistant, and easy to clean; used for fabric, rope, twine, and paper.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300375581,10482,,"fiber,material",http://vocab.getty.edu/aat/300375581
plaid (pattern),CC00300,"The characteristic pattern known from plaid textiles, consisting of bars or stripes of various colors crossing each other at right angles over a contrasting background color, whether or not the pattern exists on a textile or another material. Plaid patterns were known from ancient times in many cultures.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300411863,,,pattern,http://vocab.getty.edu/aat/300411863
porcelain,CC00302,"A material comprising white clay, or ""kaolin,"" and a feldspathic rock, that react when fired so the clay serves to hold the shape of the object and the rock fuses into a natural glass. In China, it includes any such ware that is highly fired enough to produce a ringing sound when struck. In Europe, it is limited to hard-fired ceramic that is translucent.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300010662,10566,,"otherMaterials,material",http://vocab.getty.edu/aat/300010662
raffia,CC00303,"Strong fiber from leafstalks of palms of the genus Raphia, native to Africa and other places. Raffia fibers are used in their natural state by splitting apart thick sections and knotting the ends together. The fibers are a pale cream color and are often dyed to bright colors. Raffia is used to make skirts, woven into baskets, hats, bags, and mats. It is also used to make a fine grade of paper similar to Japanese papers.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300014051,10528,,"fiber,material",http://vocab.getty.edu/aat/300014051
rhinestones,CC00304,"A colorless artificial gem of paste or glass, often with facets that sparkle in imitation of a diamond. Also refers to foil-backed or silvered cut glass used to imitate diamonds. Rhinestones were originally quartz pebbles found in the Rhine River, thus the name.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300010806,10568,,"trimming,material",http://vocab.getty.edu/aat/300010806
rope,CC00305,"Heavy cord, at least 1/4 inch in diameter, formed by twisting or braiding three to six yarns of natural or artificial fiber. In ancient Egypt, ropes were made from reeds or date palm fibers. Ancient ropes were also made from flax, grass, esparto grass, hemp, sisal, coir, cotton, jute, papyrus, and camel hair. Up to 1850, most ropes were made from hemp or sisal. After this point, abaca and agave became the fibers of choice. By the 1950s, synthetic fibers (nylon, rayon, saran, polyester, etc.) became predominant. Glass and metallic fibers have also been incorporated into ropes for added strength and resistance to fire and chemicals.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300014248,10929,,"otherMaterials,material",http://vocab.getty.edu/aat/300014248
rubber,CC00306,"A natural hydrocarbon polymer formed from the resinous latex of trees of the Hevea and Parthenium genera. To prepare natural rubber, the latex is collected from a cut in the bark, precipitated with acid, then washed and dried. Rubber is very elastic and was used for bowls, shoe soles, adhesives, and bouncy balls. However, when cooled, rubber becomes brittle and when warmed it becomes sweaty and tacky. Prior to the development of synthetic resins, unvulcanized rubber was used for adhesive tapes and crepe shoe soles. In 1839, Charles Goodyear discovered that rubber can be hardened with the vulcanization process in which sulfur is used to initiate crosslinking of the hydrocarbon strands. Higher sulfur content produces a harder, denser material. Vulcanized rubber is used to make rubber bands, foams, fabric coatings, small objects, combs, pens, and musical instruments. Vulcanized rubber, however, will emit sulfur when exposed to light or heat causing the rubber to degrade and become brittle. Since the 19th century, small amounts of wax have been added to the rubber during vulcanization. The wax slowly migrates to the surface and provides a thin layer of protection from oxidation.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300012941,10559,,"otherMaterials,material",http://vocab.getty.edu/aat/300012941
sequins,CC00307,Adornment consisting of a small piece of shiny material used to decorate clothing (Wordnet),The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300183896,10429,,"trimming,material",http://vocab.getty.edu/aat/300183896
skin,CC00308,"Integument of animals such as sheep, calves, or goats, separated from the body, with or without hair, whether green, dry, tanned, or dressed. For the integument of large animals use ""hide."" For tanned skin, use ""leather."" For dried and stretched skin, use ""parchment"" or ""vellum.""",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300011840,10534,,"otherMaterials,material",http://vocab.getty.edu/aat/300011840
straw,CC00311,"Dried stalks of cereals or other grasses, used for many purposes, including weaving, plaiting, and braiding.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300011908,10527,,"otherMaterials,material",http://vocab.getty.edu/aat/300011908
tassel,CC00312,"Pendant trimming. Before the 20th century, usually a wooden mold covered with strands of silk or worsted; now often merely a bunch of threads, cords, or other strands gathered together at the top.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300232185,10725,,"trimming,material",http://vocab.getty.edu/aat/300232185
thread,CC00313,"Single filaments of fiber, groups of such filaments twisted tightly together, or filamentous lengths formed by spinning and twisting short fibers into a continuous strand.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300014250,,,"otherMaterials,material",http://vocab.getty.edu/aat/300014250
trimming,CC00314,"Collectively used for decorative or additional material serving to finish, decorate, or complete.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300183798,,,material,http://vocab.getty.edu/aat/300183798
tulle,CC00315,"Meshed textile made of sheer silk, nylon, or rayon with a hexagonal mesh; used for hats, veils, ballet costumes, and women's dresses.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300256611,10743,,"textileMaterials,material",http://vocab.getty.edu/aat/300256611
twill,CC00316,"Refers to a woven textile characterized by parallel diagonal ridges or ribs, produced by passing the weft threads over one and under two or more threads of the warp, instead of over and under in regular succession, as in plain weaving. Regular twill features a diagonal line that is repeated regularly, usually running from the left to right at a 45-degree angle and upward. The weave may be varied in several ways, including changing the angle or direction of the twill line, as exemplified in herringbone twill.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300227915,,,"textileMaterials,material",http://vocab.getty.edu/aat/300227915
twill tape,CC00317,,,,,,,,,,,,,,accepted,2020-10-03,,,,,"trimming,material",https://w3id.org/costumeCore/ontology/CC00317
vinyl,CC00318,"Generic term for materials derived from vinyl chloride, vinyl acetate, or vinylidene chloride. Commonly used with reference to all polymers and copolymers of which vinyl chloride is a constituent. Use more precise terminology for known materials such as ""polyvinyl chloride"" or ""polyvinyl acetate.""",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300014502,10682,,"otherMaterials,material",http://vocab.getty.edu/aat/300014502
voile,CC00319,"Lightweight, sheer, plain-weave fabric made of various fibers.",Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,accepted,2020-10-03,,,10942,Q2143346,"textileMaterials,material",http://www.wikidata.org/entity/Q2143346
webbing,CC00321,"Strong bands of tightly woven cloth, designed for bearing weight; commonly used as the first layer of support for seating furniture.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300204912,,,"trimming,material",http://vocab.getty.edu/aat/300204912
wire,CC00322,Filament or slender rod of drawn metal.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300011063,,,"otherMaterials,material",http://vocab.getty.edu/aat/300011063
coatdress,CC00323,Tailored dresses styled like a coat and generally worn without an outer garment.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,edited,2020-10-03,,300209826,10629,Q16949531,dressType,http://vocab.getty.edu/aat/300209826
tucks,CC00325,"In sewing, a tuck is a fold or pleat in fabric that is sewn in place.",Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,accepted,2020-10-03,,,,Q858090,hasTechnique,http://www.wikidata.org/entity/Q858090
sleeveless,CC00326,Having a finished armhole but no sleeves.,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,unused id,2020-10-03,,,,Q29741669,sleeveType,http://www.wikidata.org/entity/Q29741669
engageante,CC00327,"tiered sleeve ruffles of lace or other cloth that serve as cuffs, or detachable undersleeves edged with lace or embroidery",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,edited from unused id,2020-10-03,,300253720,,Q1341710,costumeComponents,http://vocab.getty.edu/aat/300253720
dress,CC00335,"Main garments for women, children, or infants consisting of a bodice and skirt made in one or more pieces",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300046159,10005,,workType,http://vocab.getty.edu/aat/300046159
jacket,CC00339,"A short coat for the upper body made in various forms and lengths but usually no lower than the waist; worn separately or as part of a suit. Also, similar outer garments worn for warmth or protection from the weather.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300046167,10045,,workType,http://vocab.getty.edu/aat/300046167
skirt,CC00341,"Main garments of varying length extending from the waist or hip and covering a part of the lower body. Also, the lower part of a dress, coat, or other garment.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300209932,10035,,workType,http://vocab.getty.edu/aat/300209932
suit,CC00342,"Sets of two or more garments made to harmonize or match in color. Also, any costume designed to be worn for a special purpose or under particular conditions, such as a space suit or a snowsuit",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300209863,10015,,workType,http://vocab.getty.edu/aat/300209863
sweater,CC00343,Knitted or crocheted garments worn on the upper body which extend to the waist or below.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300209900,10026,,workType,http://vocab.getty.edu/aat/300209900
pants,CC00344,Exposed bifurcated garments which extend from waist or hips to the ankle or sometimes to the knee or just below.,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300209935,10036,,workType,http://vocab.getty.edu/aat/300209935
underwear,CC00345,"Garments worn beneath main garments, usually next to the skin.",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300209267,10079,,"function,icomType,workType",http://vocab.getty.edu/aat/300209267
vest,CC00346,"Close-fitting main garments extending to the waist or just below. Sleeveless and usually collarless, and often having buttons or pockets. For close-fitting main garments extending below the waistline that are usually front-buttoning and may have sleeves, that are worn over a shirt and under a coat or jacket, use ""waistcoats.""",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,accepted,2020-10-03,,300209904,,,workType,http://vocab.getty.edu/aat/300209904
center back closure,CC00348,,,,,,,,,,,,,,accepted,2020-10-03,,,,,closurePlacement,https://w3id.org/costumeCore/ontology/CC00348
center front closure,CC00349,,,,,,,full_size/CC00349.jpg,thumbnail/CC00349.jpg,Vassar College Costume Collection,https://rightsstatements.org/vocab/InC-EDU/1.0/,https://rightsstatements.org/vocab/InC-EDU/1.0/,Vassar College Costume Collection,http://vcomeka.com/vccc/items/show/5066,toUpload,2020-10-11,http://vcomeka.com/vccc/files/original/e054ec05dcfcf4b905b776932c74ce43.JPG,,,,closurePlacement,https://w3id.org/costumeCore/ontology/CC00349
double-breasted,CC00350,Describes a garment for which a wide section in the front overlaps the other side and has two rows of fasteners.,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,full_size/CC00350.jpg,thumbnail/CC00350.jpg,Auckland Museum,https://rightsstatements.org/vocab/InC/1.0/,https://creativecommons.org/licenses/by/4.0,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Half-length_portrait_of_a_woman_(AM_75104-1).jpg,toUpload,2020-10-11,https://upload.wikimedia.org/wikipedia/commons/c/c0/Half-length_portrait_of_a_woman_%28AM_75104-1%29.jpg,,,Q3037506,closurePlacement,http://www.wikidata.org/entity/Q3037506
neck closure,CC00351,,,,,,,,,,,,,,accepted,2020-10-03,,,,,closurePlacement,https://w3id.org/costumeCore/ontology/CC00351
off-center back closure,CC00352,,,,,,,,,,,,,,accepted,2020-10-03,,,,,closurePlacement,https://w3id.org/costumeCore/ontology/CC00352
off-center front closure,CC00353,,,,,,,,,,,,,,accepted,2020-10-03,,,,,closurePlacement,https://w3id.org/costumeCore/ontology/CC00353
side closure,CC00354,,,,,,,,,,,,,,accepted,2020-10-03,,,,,closurePlacement,https://w3id.org/costumeCore/ontology/CC00354
one sleeve,CC00355,single sleeve as part of garment,Wikidata contributors,https://creativecommons.org/publicdomain/mark/1.0/,https://creativecommons.org/publicdomain/mark/1.0/,Wikidata,https://www.wikidata.org/wiki/Wikidata:Data_access/en,,,,,,,,edited from unused id,2020-10-03,,,10879,Q29655994,sleeveType,http://www.wikidata.org/entity/Q29655994
oversleeve,CC00356,"sleeve worn over another sleeve, often of fur, sometimes with a matching collar or partlet",The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,edited,2020-10-03,,300210015,,Q29129961,sleeveType,http://vocab.getty.edu/aat/300210015
pagoda sleeve,CC00357,wide flared sleeve,The J. Paul Getty Trust,https://rightsstatements.org/vocab/InC/1.0/,https://opendatacommons.org/licenses/by/1-0/,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,edited from unused id,2020-10-03,,300253741,10847,Q21972880,sleeveType,http://vocab.getty.edu/aat/300253741
